clean_text,label,emotion
top percent pay half entire revenue country,0,neutral
delayed swearing massachusetts couple week could ram health care law,0,neutral
wisconsin pay 50 minnesota health care,0,neutral
southern strategy myth never happened,0,neutral
gov rick perry broke promise would accept 40 000 pay increase,1,neutral
compared president obama president reagan rushed home santa barbara vacation reagan ranch korean jetliner shot air russian,0,fear
arizona spending less per caput basis every single state country higher education,1,neutral
say bill nelson cast deciding vote obamacare cutting medicare spending 700 billion letting unelected board decide get covered,0,neutral
sixteen million job created ronald reagan 's presidency,1,joy
quorum breaking texas democrat said 2007 mail ballot fraud greatest source voter fraud state,1,disgust
say dianne feinstein said vet mentally ill way government prevent owning firearm,0,neutral
barack obama wrote thesis columbia university criticized plutocratic thug said constitution gave american shackle hypocrisy,0,disgust
online change address place 2008 estimated 130 000 voter cast provisional ballot could changed address online voted regular ballot,1,neutral
red bull contains bull sperm,0,disgust
farm bill provision would many way reduce deficit,1,neutral
million phantom voter florida voter roll,0,neutral
moment passed signature legislation mike bloomberg called disgrace,1,disgust
say pack day smoker quits tax increase save 650 year,1,neutral
first time since 1990 american manufacturer creating new job,0,neutral
say texas rank 49th nationally support per pupil investment education state,1,neutral
fifty seven rubio 's 100 idea ultimately became law,0,neutral
say donald trump ron johnson oppose woman 's right choose johnson voted violence woman act,1,anger
february warned limited stock ppe day trump administration announced sending 18 ton mask gown respirator china,1,fear
mitt romney governor massachusetts performed 100 'm sure number right mind say 's 180 gay marriage,0,neutral
lose average 90 american every day gun,1,sadness
say unlike texas missouri perfect aaa credit rating,1,neutral
first time history administration post white house visitor online,1,neutral
say promise 250 000 new private sector job big goal,1,neutral
say tom barrett plan spend 100 million trolley go barely two mile east side milwaukee,0,neutral
austin 've got half dozen school list closed one presented federal blue ribbon award excellence several hundred school personnel list possible termination,1,neutral
united kingdom largest trading partner,0,neutral
coronavirus report 10 000 dead wuhan china,0,sadness
even attorney general strong democrat said need causation worker comp system 's thing pushing manufacturing job illinois,1,neutral
last year range 850 000 five year letting people become citizen happened year,0,neutral
pay among highest toll nation privilege crossing bridge,1,disgust
border guard found 52 ton gun ammunition 14 conex container disguised furniture furniture muslim immigrant come america,0,disgust
fox network pick roseanne saying problem occasional racism,0,neutral
every single year 's increase temperature 's within margin error meaning n't increasing,0,neutral
renewable energy project get u foreign oil away step step foreign entanglement get defend oil supply,0,neutral
republican approved 12 time larger tax break people making 350 grand average middle class person,1,neutral
trade deficit time high trump last three year,0,neutral
second highest corporate tax rate among trading partner,1,neutral
american pray paris government acted mandatory national vaccination,0,sadness
say attorney general josh stein gone jan protester said nothing violent summer protest north carolina derelict duty,0,neutral
say john james want allow insurance company discriminate people preexisting condition,0,anger
fact majority opioids kind thing connected opioids coming point entry,1,neutral
sotomayor ruled white firefighter ricci white firefighter basis thought woman minority given preference skin color history discrimination past law totally disregarded,0,disgust
say sjr 11 seek fix quickly becoming problem missouri initiative petition referendum filed record high,1,neutral
say dick cheney de ba'athisized iraqi government created isi,0,disgust
among developed nation least economically socially mobile country world,1,neutral
murder rate country highest 's 47 year,0,disgust
thanks restrictive anticompetitive ballot law candidate november 2014 ran unopposed nearly half wisconsin 's state representative race michigan minnesota nearly race challenger,0,neutral
graduation rate buffalo 's school district around 48 percent 64 percent since say yes buffalo launched,1,neutral
last major oil spill drilling accident america happened 40 year ago 1969,0,neutral
one person sneeze go way aircraft,0,disgust
breaking santa fe killer express love obama,0,neutral
hillary clinton campaign 2008 started birther controversy,0,fear
say tri rail show potential problem investing high speed rail,0,neutral
miami dade first community world break cycle local transmission zika virus,1,neutral
reduced government workforce 13 000 11 percent eight year,1,disgust
america vaccinating cattle coronavirus year yet news tell 's new gunna kill go buy mask,0,neutral
ted strickland proposed cut service child wasted 250 000 remodeling bathroom governor 's mansion,0,disgust
build back better act includes 34 billion cut charity care funding hospital,0,neutral
say majority american republican support approach deficit reduction,1,neutral
trillion federal coronavirus stimulus package borrowed basically china,0,neutral
fewer people crossing southwest border last 30 year,1,neutral
say executive order requiring young girl vaccinated hpv n't mandatory,0,neutral
end first term president obama added much debt prior 43 president combined,1,neutral
'm one 's fought developer draining everglades,0,anger
every time buy airline ticket federal government run background check,0,fear
video 2019 show kamala harris caught major lie fracking 2020 vice presidential debate,0,disgust
last year saw first reduction federal prison population 32 year,1,neutral
time medicare part passed actually less popular affordable care act according poll,1,neutral
ohio meeting obligation update voter registration voter change address bmv,1,neutral
2015 homicide increased 17 percent america 's 50 largest city 's largest increase 25 year,1,neutral
say joe biden attacked voter primary saying damn liar full dog faced pony soldier,1,anger
david perdue support 2014 farm bill sen isakson chambliss,1,neutral
say josh mandel bet ohio family,0,neutral
say rabid animal state carry different strain rabies florida vaccine serum n't affect,0,anger
gov rick scott 's leadership florida much success lowering rate uninsured child,0,neutral
virginia home veteran per caput state america,0,neutral
majority austinites rent place live,1,neutral
bridge collapse killed six people carlos gimenez extended 130 million contract construction company one son worked another lobbied,0,anger
ohio 's credit rating high get aa,0,neutral
nascar fan twice likely non fan serve military 37 percent active servicemembers veteran nascar fan,1,neutral
demand transportation choice rise 14 percent ohioan riding passenger train past year,1,neutral
bill white presided construction may world 's largest abortion clinic,0,disgust
president barack obama 's 2015 state union address word al qaida never used first time word used state union address since february 2001,1,neutral
40 000 rejected vote mail ballot dekalb county need cured friday tossed,0,neutral
congressman john lewis american hero made allegation sarah palin somehow associated worst chapter american history senator obama n't repudiate remark,1,disgust
100 member senate fifty seven including rus feingold lawyer zero manufacturer one accountant,1,neutral
mccain said day would meet potentially prime minister spain n't sure whether aligned u,1,neutral
barack obama preaches brother 's keeper brother aunt live real poverty kenya,1,sadness
say chicago police department tweeted derek chauvin,0,neutral
government shutdown could disrupt veteran benefit,1,fear
democrat controlled senate n't passed budget 000 day,1,neutral
graham cassidy health insurance bill state like maine virginia florida missouri billion dollar provide health insurance coverage state passed obamacare,0,neutral
sen rubio 's tax plan would cut tax household making around million year almost 240 000 way three time earnings typical family,1,neutral
number covid 19 death recorded far 2021 surpassed total 2020,1,neutral
letter mississippi gov tate reef say beginning october 2020 statewide mask requirement abolished,0,neutral
story woman saying groped forced largely debunked,0,neutral
maricopa county official purged machine record audit started,0,neutral
georgia lawmaker push bill banning creation glow dark human jellyfish hybrid,0,disgust
virginia opportunity become first state east coast explore produce oil natural gas offshore,1,neutral
say president joe biden canceled trump 's child sex ring operation saw thousand arrest last year,0,sadness
republican challenger bill flores never voted general election district,1,neutral
thirty five state accepted high speed intercity rail money,0,neutral
'wrong precinct rule exacerbate provisional ballot problem hb 194 nothing solve wrong precinct problem,1,anger
say gop senate candidate darryl glenn want eliminate department education jeopardize college funding 320 000 coloradan,1,anger
wisconsin one nine state highest rate infection per caput,1,neutral
due obamacare arkansas covered almost 14 percent uninsured already,1,neutral
say donald trump got know billion worth free medium got like none,1,neutral
majority woman minimum wage worker,0,neutral
say 2012 obama every state require photo id lost every state require photo id order vote,0,neutral
really highest corporate tax rate world,1,surprise
president donald trump 's tax return show wealthy person 's tax history believe good year bad year year immense tax year almost tax carry loss,0,neutral
worldwide credit card transaction credit card fraud rate 04 percent compared almost percent percent 10 percent medicare fraud,1,neutral
kathryn starkey attended half meeting,1,neutral
say tax plan matter stratosphere 're going getting tax cut,0,neutral
collectively state spending medicaid 12 education,1,neutral
say growing number extremely premature baby survive healthy childhood,1,sadness
average fast food worker 29 fast food worker form public assistance,1,neutral
idc member also get ton campaign money real estate charter school health care lobbyist republican connection trump,1,neutral
lowest percentage american working today year since 1977,1,neutral
american hustle show fbi making real life bribe washington politician know senator turned,1,anger
six year unionization 20 000 fewer child illinois served child care development fund program,0,neutral
fox news accidentally put poll graphic show least trusted network,0,neutral
democrat rang 42 trillion budget deficit 2009 single largest american history,0,neutral
health care education reconciliation act largest ever investment higher education,0,neutral
say hillary clinton said attack bosnia attack turned young girl handing flower,1,fear
every republican senate candidate announced whether support senate taking supreme court vacancy except congressman heck,0,neutral
say gorilla glue tweeted use product hair,0,anger
likely triggering cause microcephaly dtap shot vaccine recently mandated brazilian government injected pregnant woman,0,neutral
student occidental college los angeles 1979 1981 day folk could n't go outside pollution air,1,disgust
mt hood community college average top faculty pay benefit,1,neutral
say stacey abrams posed campaign sign described communist part muslim brotherhood,0,disgust
state economic development agency walker wedc actually n't even using fund appropriated,1,neutral
say every time someone purchase bang energy drink portion money donated help elect donald trump go fund campaign maga,0,neutral
pope francis kissing hand david rockefeller john rothschild,0,disgust
wisconsin number number gerrymandered state country state legislative boundary,1,neutral
say 2011 13 state budget eliminates structural deficit first time decade,1,neutral
say donald trump apologized comment caught tape access hollywood,0,sadness
ohio lost population every state country except two,0,neutral
say mitch mcconnell pushed wall street bailout senate called senate finest,1,neutral
say last non partisan commission improve voting experience america concluded voterid necessary,1,fear
say gary farmer 's claim received nra absolute lie,1,disgust
obamacare provide insurance non resident even illegally,0,neutral
southern baptist convention voted 13 year ago woman inferior subservient husband,0,disgust
florida eight year cut tax every year totaling 19 billion,0,neutral
house republican complained n't enough time consider constitutional ban oil drilling shoved proposal day open state water oil drilling,1,anger
marco rubio made clear think donald trump con man went say n't trust donald trump nuclear code,1,fear
trump worked congress pas legislation first 100 day president since truman,1,neutral
florida considered fourth largest gambling state nation,0,neutral
terrorist attack benghazi state department failed honor repeated request additional security instead actually reduced security libya,1,fear
president said 's going bring 250 000 syrian iraqi refugee country,0,neutral
right employer chance getting hit lightning prosecuted hiring undocumented worker change,0,neutral
president 's health care law raid medicare 500 billion creates medicare rationing board group 15 unelected bureaucrat slow growth medicare spending,0,anger
city charlotte passed bathroom ordinance mandate every private sector employer charlotte,0,neutral
obama administration notified poland czech republic cancellation major missile defense facility last minute midnight phone call,1,neutral
typical minimum wage earner america teenager living parent middle class family,0,neutral
obamacare 're fixing get hit biggest entitlement program american taxpayer ever seen,0,neutral
say biden administration choosing send baby formula border one touch priority,0,anger
romney adviser admits romneycare blueprint obamacare,1,neutral
say donald trump marco rubio opposed cruz 's effort defund planned parenthood,0,neutral
'll find black almost every regiment throughout south fought right alongside white southerner civil war,0,neutral
percent millionaire congress 50 percent among public percent,0,neutral
say never said wanted move social security back state,0,neutral
say donald trump n't believe equal pay,0,anger
twenty million american work,0,sadness
'vaccinated regardless whether receive shot,0,neutral
florida law like indiana 's religious freedom restoration act,0,neutral
public health science clear use addiction medicine buprenorphine save life whether use prescribed,1,neutral
say poll 2016 candidate leadership skill come two three four time higher anybody else,0,neutral
say donald trump caught hot mic insulting supporter,0,disgust
jeff greene buy anything owns two mansion,1,neutral
say city blue imaging service rochester printed ballot search 'll see 're one ballot misprint error ballot sent nyc,0,neutral
president way form fashion ever promoted encouraged violence,0,disgust
united state spends almost three time per caput spend health care 50 percent pay france,1,neutral
say 4th grade 86 percent african american boy 82 percent hispanic boy reading proficiency level,1,neutral
pink pony club dekalb county never cited violation ordinance state law,1,neutral
disney lost 172 000 reservation recently valued around 636 million revenue lost,0,sadness
60 percent texas 8th grader proficient math 26 teacher undergraduate major math,1,neutral
people medicaid kid senior disabled,1,neutral
public display long rifle perfectly legal texas,1,neutral
say obama opposes offshore drilling gas tax holiday,1,neutral
halfway president 's goal cut greenhouse gas emission half substitution natural gas coal power sector,1,neutral
david dewhurst record promoting income tax,0,neutral
jfk jr declared frontrunner ny senate seat 1999 day later plane crashed making hillary clinton newly elected senator,0,fear
georgia public sector employee say condition employment bargaining right say working condition,0,neutral
say concrete example university texas job applicant prospective applicant student well invited speaker changing mind handgun allowed campus building classroom,1,neutral
say rep ted yoho said african american given three fifth vote,0,neutral
voter id supported overwhelming majority nyers across state walk life political party,1,neutral
rick santorum say rick perry requested 200 earmark governor texas,0,neutral
say bill vetoed give driver license certain immigrant known dreamer would changed nothing,0,neutral
40 year low crime rate state,1,neutral
current agriculture commissioner allowed tainted beef sent school cafeteria,0,disgust
france surveillance program thousandfold invasive united state,1,neutral
california 's registered independent voter able vote republican come 2020,0,neutral
one person tva board knowledge even corporate board experience,1,neutral
claim 97 percent scientist believe human causing climate change debunked head united nation intergovernmental panel climate change number pulled thin air,0,neutral
cost cancer affiliated issue 20 billion year state,1,neutral
go georgia make 000 year teacher,1,neutral
harris county texas highest jailing incarceration rate world,1,neutral
withheld union due fund half dem democratic campaign florida,0,neutral
30 cent every state tax dollar go medicaid,1,neutral
libtard hero al franken forced resign disgrace,0,sadness
study shown latino 40 percent less likely call 911 victim crime,1,neutral
say oregon canned blueberry cheaper south korea thanks trade agreement,1,neutral
chinese worker made 90 000 banner trump 's 2020 election campaign president chose hire chinese worker instead american worker,0,neutral
using little known loophole obama minion allowing nestle company export precious fresh water lake michigan,0,neutral
west virginia department education reported 10 000 child youth identified homeless 2018 2019 school year,1,neutral
plan cause abortion 's right box,0,neutral
know saddam hussein well killed terrorist,0,disgust
lot people n't know 50 000 american make living ebay,0,surprise
clarence thomas become member current supreme court nominated president one party confirmed senate controlled party,1,neutral
absolutely observed clinical data indicates benefit whatsoever masking 12 student school,0,neutral
ice required fill 34 000 bed detainee every single night number increasing since 2009,0,neutral
quote george washington saying impossible rightly govern nation without god bible,0,neutral
country second wave covid 19 trying unseat president november,0,neutral
united state america twenty sixth school performance world,1,neutral
auto industry going car part company like johnson control begged taxpayer bailout got one,0,anger
say photo show adam schiff jeffrey epstein,0,neutral
1790 first congress packed framer required ship owner provide medical insurance seaman 1798 congress also required seaman buy hospital insurance 1792 congress enacted law mandating able bodied citizen obtain firearm,1,neutral
brookhaven homeowner pay hundred dollar less property tax compared owner value home unincorporated dekalb county,0,neutral
eisenhower interstate system requires one mile every five must straight,0,neutral
across country 174 billion recovery act committed first 130 day,1,neutral
supreme court traditionally asked lot question oral argument,1,neutral
david perdue say 'll everything power make sure joe biden fails,0,neutral
40 000 troop still stationed afghanistan clear objective even best case end year least 10 000 american soldier still ground,0,neutral
ceo hp carly fiorina laid 30 000 worker,1,sadness
waiting period gun purchase may make difference somebody 's decided 're gon na take life 're gon na take life,0,anger
illinois legislature barack obama voted 'present instead yes seven vote involving abortion right,1,neutral
're going giving people come across border giving smartphones,0,neutral
filibuster never idea founding father,1,neutral
president joe biden 's day one approach immigration included blanket amnesty halting border wall construction,0,neutral
first time 70 year national day prayer observed nation 's capital,0,surprise
fastest rising expense defense department health care,1,neutral
defeat republican rep karen handel democratic challenger lucy mcbath outspent,0,neutral
say 's small town supervisor kept balanced budget increased surplus led u highest credit rating town ever,1,neutral
mosquito transfer covid 19 person person,0,neutral
last 10 year one piece legislation cosponsored passed john duncan jr,0,neutral
regulation quadrupled rate regulation quadrupled president,0,neutral
say chris rock apologized 94th academy award saying last night crossed line n't paid enormous price reputation renown comedian,0,sadness
bipartisan senator united state senate,1,neutral
n't spend money pier money wipe general fund city county send county never see,0,neutral
say rudy giuliani filed nancy pelosi 's impeachment,0,sadness
roe overturned wisconsin law book would immediately make abortion crime,1,fear
say steph curry decided split nike company would n't allow write bible scripture shoe,0,sadness
today social security system broke,0,anger
ice uvalde texas undocumented parent consider arrest deportation go check see kid alive,0,neutral
1866 supreme court ruling stay home order illegal disregarded impunity,0,anger
majority men woman stage previously publicly embraced amnesty candidate stage never supported amnesty,1,neutral
asked bill congress important north country derrick responded n't know enough,0,neutral
oil produced home buy rest world first time 's happened nearly 20 year,1,surprise
say biden administration labeled libertarian terrorist,0,fear
say mark warner told politifact national 's lie year 2013,0,neutral
taxpayer money provide ipod touch device high school student utah blackberry smart phone smoker kick habit funding study exotic ant east africa,1,neutral
's negative advertising campaign,0,neutral
consume federal level 25 percent gross domestic product historically 20 percent 've taken percent away private sector,1,neutral
say pension health benefit reform eliminated collective bargaining health benefit,0,neutral
say impeachment president donald trump would first history without specific criminal statute crime president impeached would allegedly committed,0,neutral
clayton county offer lowest operating millage rate metro atlanta,0,neutral
unemployment rate declining faster tampa almost anywhere else,1,neutral
bill ayers obama ran radical education foundation together,0,neutral
two third people wisconsin strongly disagree idea permanently taking away people 's right collective bargaining,0,neutral
45 50 state average men seeing premium double going 99 percent woman 62 percent,0,neutral
liberty university student mandated attend sen ted cruz 's presidential announcement would fined,1,anger
wisconsin 's graduation rate grown 90 percent since tony evers became state school superintendent,0,neutral
say ron johnson like say many lawyer senate 57 'd 70th millionaire,1,neutral
spent million money study dna bear,1,neutral
scientist engineer per square mile anywhere world,1,neutral
type mass violence happen advanced country n't happen place kind frequency,0,neutral
say bernie sander would go beyond reform reorder economy way democrat let alone american n't support,0,neutral
say created 500 american job,0,neutral
90 percent statistic supporting background check 's debunked,0,neutral
terry mcauliffe cashed walking away million demise global crossing,0,neutral
say rep connie mack iv passed one bill seven year,1,neutral
say portland child 's levy hold administrative expense less percent,1,neutral
say gov rick scott cut government job created private sector florida 2012,0,sadness
medicare began public option hold 97 percent market share,1,neutral
know sen mccain said day might troop iraq 100 year,1,neutral
say inspector general irs said political motivation outside influence targeting tax exempt application tea party group,1,neutral
state 's overall revenue returned year 2007 level,1,neutral
climate change agreement united state china requires chinese nothing 16 year,0,neutral
say border crossing remain historically low level,1,neutral
george bush doubled debt trillion 10 trillion president obama doubled debt 10 trillion 20 trillion 're course exceed 30 trillion next seven year,1,neutral
're spending trillion year foreign policy,1,neutral
birthers obtained copy obama 's kenyan birth certificate,0,neutral
image newspaper article say true bethel baptist church becomes first church ny receive liquor license,0,neutral
say jeb bush tweeted ok boomer donald trump,0,neutral
say north carolina bill require person learning stripping health protocol place,0,neutral
say obama opposes lower gas tax nuclear power new offshore drilling n't new solution energy crisis,0,neutral
federal stimulus money went georgia tech project apparently involve professor jamming 'world renowned musician 'hopefully also create satisfying work art,0,joy
literally two pharmaceutical lobbyist every member congress,1,neutral
rep paul hodes voted pork filled stimulus bill million study ant africa 39 million office upgrade politician,0,neutral
say 25 texas city 39 state banned texting driving,1,neutral
oregon house republican job plan could generate 50 000 job five year,1,neutral
lawyer brought case nationsbank said publicly alex sink nothing case nothing situation n't know problem,1,neutral
say truck driver turned away fast food restaurant covid 19 pandemic,1,sadness
say canadian provincial prime minister came ohio medical treatment delay canadian health care would endangered life,0,sadness
say hillary clinton opposed individual mandate favored employer mandate back 1993,1,neutral
last week blue chip economic indicator came survey lot private forecaster almost predicting turnaround third quarter positive growth fourth quarter,1,neutral
say joe biden medical device implanted skull hear someone give answer question,0,neutral
say first governor america endorse mitt romney,0,joy
scott walker given 10 000 tax deduction millionaire send kid exclusive private school,0,neutral
national economy strong largest expansion private sector job president trump came office,1,neutral
house vote engagement kosovo bill clinton kept fighting anyway ultimately vote pas,1,neutral
say chuck hagel opposed sanction iran,0,neutral
george washington many n't know first president united state first president united state one john hanson black man,0,neutral
say central texas river water sent downstream rice farmer 2011 equaled three year worth austin 's water use,1,neutral
nothing senate 352 house bill sitting harry reid 's desk awaiting action including 55 introduced democrat,0,neutral
tax increase michigan gov jennifer granholm led state unemployment going percent 15 percent,0,neutral
say new coronavirus vaccine contain toxic ingredient dangerous getting covid 19,0,disgust
ca n't build christian church saudi arabia,1,disgust
say 1995 chicago heat wave largest single day non war fatality united state prior 11 expecting temperature hot chicago every summer,0,neutral
hispanic student florida perform best hispanic population united state,0,neutral
say andrew gillum want increase florida tax billion dollar,1,sadness
say jeanne shaheen got behind idea using irs target american citizen political view,0,neutral
jorge elorza still think plan safe rescue captain kenyon worked 96 hour straight 96 hour,1,surprise
rick scott destroyed 100 000 job,0,anger
trump administration granted amnesty nearly 100 000 'dreamers,1,neutral
ninety million american either n't working n't looking work,0,sadness
fill tax return estonia online five minute,1,neutral
really n't kind foreign policy network supporting advising sen sander,1,neutral
individual small business hit increase health insurance premium high 39 percent,1,sadness
thomas jefferson created marine islamic pirate happening,0,neutral
without shred clinical data support decision biden administration revoked emergency use authorization lifesaving monoclonal antibody treatment,0,neutral
something common husband never carried caucus either lost one 've lost,1,neutral
say bruce springsteen played 1975 seton hall university south orange walsh gym,1,neutral
say donald trump belief state actually right lower minimum wage 25,1,neutral
decade social security medicare medicaid mandatory spending program paying interest due debt eclipse entire budget,1,neutral
say president obama said 2008 proposed greenhouse gas regulation bankrupt anyone want build new coal fired power plant,1,neutral
number illegal immigrant united state 30 million could 34 million,0,neutral
david dewhurst 's leadership texas senate passed expansion state tuition free health care illegal immigrant,0,neutral
hundred percent job lost recession reclaimed texas nation 36 percent,1,neutral
sen obama never taken party leader single major issue,1,neutral
since december 2010 florida created 540 000 new job,1,neutral
say gubernatorial candidate chris christie promised school cut,1,neutral
photo show nato resupplying ukrainian farmer anti tank supply,0,neutral
server pakistani gentleman worked dnc missing,0,neutral
secretary department energy former president bill clinton created reserve home heating oil,1,neutral
say massachusetts three state mandated student test finland one,0,neutral
look last year 's presidential campaign ca n't find mention public option,1,neutral
wisconsin economic development corp account creating one single job,0,neutral
human meat found mcdonald 's meat factory,0,disgust
veteran many case treated worse illegal immigrant,0,disgust
photo show facebook 's community standard team,0,neutral
say republican tax plan help family like one woman lost job lost life saving fighting husband 's cancer,0,disgust
maryland crab born virginia,1,neutral
democrat health care bill would end denial coverage pre existing condition republican bill would,1,neutral
first time since korean war total federal spending gone two year row,1,neutral
tornado carry mobile home 130 mile family inside unharmed,0,fear
never house republican actually cut spending reduce state budget even cut tax 2005 increased spending never paid tax cut,1,neutral
president wanted throw 32 million people health care,0,disgust
aarp endorses biden give financial support planned parenthood,0,neutral
say edward snowden could gotten protection whistleblower,0,neutral
say military expenditure united state greater combined spending next 14 largest nation,1,neutral
say proposal use city owned land austin pro soccer stadium billion giveaway,0,neutral
ronald reagan verified democrat mid 50,1,neutral
say 80 000 people denied firearm 2012 due failed background check 44 prosecuted,1,neutral
video show capitol police gave protester ok enter,0,neutral
ken buck want outlaw abortion even case rape incest,1,disgust
hypocrisy clinton foundation top male staff made average 218 029 top female staff made 153 014 2010 2014,0,disgust
obamacare biggest tax increase american history,0,surprise
first nfl team declares bankruptcy kneeling thug,0,fear
trenton politician cut billion education,1,disgust
harry reid nuclear option mitch mcconnell president obama,1,neutral
majority american agree ban assault weapon way ronald reagan,1,neutral
situation country 're nearing 50 percent people n't even pay income tax,1,neutral
state agency identified one single instance groundwater damaged due hydraulic fracking,1,neutral
say barbara walter said jane fonda betrayed idea country specific men served sacrificed vietnam war,0,sadness
say georgian get health insurance 105 month,1,neutral
blue cross blue shield ended 2016 open enrollment million member florida marketplace,1,neutral
kenosha casino would one state 's largest employer pay state company tribe essentially would wisconsin 's biggest taxpayer,1,neutral
family four make 88 000 year still get subsidy health insurance new federal health care law,1,neutral
knew strom thurmond proposed amendment blocked puerto rico 's use chapter bankruptcy protection,1,neutral
clinical evidence vaccinating healthcare worker protects patient,0,neutral
're one seven nation world allow abortion demand 20 week,0,neutral
quote albert einstein saying fear day technology surpass human interaction world generation idiot,0,fear
sen obama 's chair new hampshire lobbyist lobby drug company,1,disgust
first member congress call barack obama socialist,0,neutral
million job go vacant month country,1,neutral
bill save teacher job completely paid closing corporate tax loophole,0,neutral
state fewer science technology engineering math graduate neighboring state,1,neutral
49 new income go top,1,neutral
video show final moment aboard china eastern airline flight 5735 crashed,0,sadness
last week supreme court reversed century law believe open floodgate special interest including foreign corporation spend without limit election,0,neutral
measles one common cause child blindness worldwide,1,neutral
american support strike isi support ground troop support thin,0,neutral
ralph hall never voted raise debt ceiling,0,neutral
say ca n't release internal affair record attorney general guideline place protecting,0,neutral
barack obama 96 percent vote solely along party line,1,neutral
say video body bag dumped ditch show situation italy due coronavirus,0,disgust
say hillary clinton given ten million dollar country treat woman horribly country kill gay,0,disgust
say brenda snipe broward county republican,0,neutral
unlike california florida welcome driverless car permit required,1,neutral
moderna chief medical officer admits mrna alters dna,0,disgust
world food demand going double sometime 2070,1,neutral
get 30 percent oil gulf mexico,0,neutral
say drive length newly drawn 15th district 'd find road long would take drive columbus niagara fall,1,neutral
state employee pay 100 percent pension health insurance 2012,0,neutral
say milken institute rated san antonio nation 's top performing local economy,1,neutral
say hold record appearance 'meet press,1,neutral
police killed people one month 's century,0,disgust
legislative mail content timing approved speaker 's office,0,neutral
wisconsin bill limit use food stamp junk food would also prevent limit extent food stamp could used organic food,1,neutral
six justice supreme court confirmed presidential election year since 1912,1,neutral
're spending 42 percent economy government,1,neutral
obama held one first meeting political career bill ayers 's home 've worked together various project chicago,1,neutral
american last 30 year doubled amount money spending per child education result gotten worse better,0,disgust
typical white male worker country making real term making 1973 average worker making making 1996,1,neutral
kewpie burger delicious ohio institution 'll cost less thanks john kasich 's tax cut,1,neutral
virginia woman earn 79 cent dollar earned men,1,neutral
texas population projected double next 50 year basic amount water remain,1,neutral
say mayor wilsonville drove trimet town replaced bloated transit system local bus line offer better service saved business million dollar,0,neutral
already health insurance job medicare medicaid va nothing plan require employer change coverage doctor,1,neutral
12 hottest year record come last 15 year,1,neutral
electricity rate 40 percent higher state required utility company use certain amount renewable energy solar power,0,neutral
grandfather came home world war ii exhausted burden borne died next day,1,sadness
higher rate tested lead people cleveland flint,1,neutral
say patrick mahomes said believe george zimmerman innocent,0,neutral
coronavirus patient cremated alive china,0,neutral
trumpcare would allow insurance exec personally make million health care,0,neutral
palin support aerial hunting wolf wildlife,1,anger
financial conflict interest law n't apply president right president n't blind trust,1,neutral
screenshot show tucker carlson announcing 'll starting newsmax next month,0,neutral
iraq violence time low since start war,1,anger
say david jolly lobbied plan rep paul ryan would turn medicare voucher program,0,neutral
say jeb bush oversaw average state tuition increase 48 percent tenure,1,surprise
park southeast raleigh still n't air conditioning gym,1,neutral
say man opted obamacare marketplace launched oct 2013 informed owed 000 fine,0,sadness
say hillary clinton laid groundwork getting chemical weapon syria,0,disgust
obama administration allowing state waiver welfare work requirement credible plan increase employment 20 percent,1,neutral
say joe biden charge h1n1 swine flu epidemic killed thousand people response one worst record response one best fast action border closing 78 approval rating highest record lowest,0,disgust
n't see norway losing population tax astronomical,1,neutral
're born poor 're likely stay poor time american history,0,neutral
senator barack obama supported amendment basically gutted legal temporary worker program,1,disgust
four year congressman rep hank johnson never talked marta,0,neutral
200 000 daca recipient essential infrastructure worker including 41 700 daca recipient healthcare industry,1,neutral
someone room measles leaf walk two hour later could get measles person,1,neutral
say scott walker cut tax wealthiest raised tax 140 000 wisconsin family,0,neutral
health care mandate require imprisonment fine american ca n't afford purchase insurance pay hefty government penalty,0,anger
say one third healthcare dollar go wasteful insurance billing bureaucracy,1,disgust
're spending billion latin america term aid assistance fraction 're spending iraq 500 billion 've spent,1,neutral
say 11 soccer player men 's national team immigrant,0,neutral
republican candidate governor karen handel run 100 percent negative campaign,1,neutral
say donald trump bankrupt four separate business,1,neutral
right american oil production highest 's eight year,1,neutral
worked hard money paid tax earned indiana republican congressional candidate todd young want tax spend,0,anger
're experiencing net outflow illegal undocumented worker america back mexico,1,neutral
say supported george bush barack obama,0,neutral
say donald trump tweeted corona vaccine israel stock market economy even stronger besides u israel best invention judaism olive wonderful vaccine stop corona dead around world ca n't make vaccine bombed possible without peace created israel,0,joy
department correction budget wisconsin department education budget,0,neutral
sen john mccain singlehandedly responsible starting fire us forrestal aircraft carrier,0,anger
georgia crackdown illegal immigration cost state farmer 400 million last year,0,anger
say charlie crist embroiled fraud case steering taxpayer money de facto ponzi scheme,0,sadness
went back obesity rate existed 1980 would save medicare system trillion dollar,0,neutral
first decline overdose death due drug 30 year since 1990,1,neutral
obama order ban christmas card military,0,anger
say restoring georgia pre 180 day program real result leadership,0,neutral
china understanding supply percent steel,1,neutral
youth unemployment minority community 40 45 percent,1,neutral
say new york giant train new jersey play new jersey player live new jersey,1,neutral
germany 96 latest omicron patient fully vaccinated unvaccinated,0,neutral
two third wisconsinite receiving unemployment check required search work due current work search exemption,1,neutral
mega rich pay 15 percent tax middle class fall 15 percent 25 percent income tax bracket hit heavy payroll tax boot,1,neutral
go letterman rating go,1,neutral
've outdrawn super bowl little arena stadium 've followed super bowl 've gone nfl surpassed ticket sale,1,neutral
